labels,titles
clickbait,"Berdamai, Yama Carlos dan Istri Saling Memaafkan"
no,"Perkembangan Konstruksi Jembatan Pulau Balang 58,23 Persen"
clickbait,Detik-detik Menyentuh Hati Saat Aries Susanti Rahayu Tiba di Grobogan
clickbait,Zidane Ungkap Rahasia Real Madrid Kalahkan Liverpool
clickbait,Video Memperlihatkan Dahsyatnya Terjangan Topan Jebi di Jepang
clickbait,"Kulineran di Osaka, Serba Murah di Kawasan Ura-Tenma"
no,"Dikerubuti Fans di Bandara, Chanyeol Ingin Penggemarnya Lebih Tertib"
no,"Penundaan Proyek Kelistrikan, Kemungkinan Menyasar PLTU dan PLTD"
clickbait,Marc Marquez Tegaskan Tak Punya Masalah dengan Valentino Rossi
clickbait,"Penyebab Kematian Vokalis The Cranberries, Dolores O'Riordan, Diungkap"
clickbait,5 Lokasi Wisata Instagramable di Medan
no,Homedec 2018 Bidik Transaksi Rp 40 Miliar
no,"Rabu Ini, Ekspedisi Trans-Kalimantan Dimulai"
no,"Suzuki Menyerah, Keluar dari Pasar China"
clickbait,5 Kota Ini Miliki Populasi Orang Kaya Terbanyak di Dunia
no,Menguatkan Kepemimpinan Generasi Milenial
no,"Pensiun dari MotoGP, Rossi Akan Jajal Balapan Mobil"
clickbait,"Bertemu 3 Jam di Mako Brimob, Daniel Mananta Pelajari Ahok"
clickbait,Mekanisme Bagaimana Menghidupkan Motor Injeksi
clickbait,"Rupiah Lemah, Produsen Tempe: Kalau Mau Belanja Kedelai Selalu Deg-degan..."
clickbait,Ini Alasan Hari Aksara Nasional Dilaksanakan di Deli Serdang
clickbait,"Kritik Rossi Tolak Jabat Tangan Marquez, Lorenzo Disebut Lupa Ingatan"
clickbait,"Union for Vision, Menekan Kebutaan Anak Indonesia"
clickbait,Kevin dan Butet Bintang Malam Pemberian Bonus
no,Pelari Dedeh Erawati Raih Perak pada Kejuaraan Dunia Masters 2018
no,Polri Beli Pesawat CN295 dari PTDI Senilai 45 Juta Dollar AS
no,"Pengacara: Nur Mahmudi Tidak Hilang Ingatan, Siap Diperiksa Penyidik"
no,"Kalahkan Petenis Latvia, Serena Williams Lolos ke Final US Open 2018"
clickbait,"PADI Vakum Bertahun-tahun, Para Personelnya Tetap di Industri Musik"
no,Liliyana Natsir: Saya Pasti Pensiun Februari atau Maret Tahun Depan
no,Sebanyak 38 Pebulutangkis Muda Lolos ke Final
no,"Regulasi Baru, Harga Mobil Mewah Impor Naik Tiga Kali Lipat"
no,Binus School Perkuat Prestasi di Berbagai Ajang Internasional
no,Dyandra Naikan Target Transaksi IIMS 2019
clickbait,"Mirrorless Kelas Atas Fujifilm X-T3 Resmi Meluncur, Harganya?"
no,Foto Pelantikan Trump Diedit agar Terlihat Lebih Banyak Dihadiri Warga Halaman 1
clickbait,"Ditolak, Gugatan Pembatalan Nikah Hilda Vitria terhadap Kriss Hatta"
clickbait,"Berawal dari Singel, ""Lagi Syantik"" Akhirnya Dijadikan Album"
no,"Benteng Marlborough, Potensi Besar Datangkan Wisman Inggris ke Bengkulu"
no,"Puji Performa Tim, Joachim Loew Sadar Kebangkitan Jerman Butuh Waktu"
no,"Pasca-Gempa, Pendakian Gunung Rinjani Akan Ditutup 1 Tahun"
clickbait,Video Pranikah di Jepang Milik Paula Verhoeven dan Baim Wong Rusak
clickbait,Nasib Kantor Lurah Jembatan Besi yang Diperjuangkan di APBD-P 2018...
no,"Hasil UEFA Nations League, Jerman Vs Perancis Tanpa Gol"
no,"Banyak Pengeluaran, Inalum Ajukan Dividen Rp 1 Triliun Untuk 2019"
no,Grab Targetkan Pendapatan Naik Dua Kali Lipat di 2019
clickbait,Ragam Cara Pemerintah Hadapi Pelemahan Rupiah
clickbait,"Ridwan Kamil Bakal Bawa Program ""Mobil Kekasih"" di Jabar"
no,Google Bikin Mesin Pencari Data bagi Peneliti
clickbait,"Boost “Triple Black”, Sepatu Basket dengan Inspirasi Tiga Yeezy"
no,"Program TELADAN, Beasiswa Akademik Kepemimpinan dari Tanoto Foundation"
no,"MA Segera Putuskan Uji Materi PKPU soal Larangan ""Nyaleg"" Eks Koruptor"
no,"Toyota CH-R Hybrid Masuk Daftar ""Recall"""
clickbait,Soal Pelemahan Rupiah BMW Bergeming
no,Burberry Berhenti Bakar Barang dan Menggunakan Bulu
no,Apple Siapkan Aplikasi buat Penegak Hukum Akses Data Pengguna
no,70 Persen Bahan Material Produk Interior Diimpor
no,BTN Akui Tak Terdampak Pelemahan Rupiah
clickbait,Penjelasan soal Tak Ada Rashford di Skuad Man United di Liga Champions
no,Intervensi BI Jaga Rupiah Tak Tembus ke Level Rp 15.000
no,Rusia Sukses Uji Coba Baju Tempur Militer Canggih
clickbait,8 Kesalahan Saat Memasak Ayam
no,IU Siapkan Mobil Mewah yang Bebas Kenaikan Pajak
no,Cerita Lengkap Perjalanan Kasus Suap yang Menyeret 41 Anggota DPRD Kota Malang
clickbait,Melihat Kamar Hotel Langganan Para Presiden di Malang
no,"Tunggakan Rp 3,5 Triliun, BPJS Kesehatan Nantikan Dana dari Pemerintah"
no,Dilema BMW Motorrad Terhadap Penyesuaian Pajak
no,Rossi Tolak Tawaran Jabat Tangan Marquez
clickbait,Berharap Pembatasan Impor Bisa Genjot Produksi dan Ekspor Mobil
clickbait,Seorang Senator Usulkan Amandemen Ke-25 untuk Lengserkan Trump
clickbait,Meninjau Rencana Reaktivasi Bandara Ngloram
clickbait,Bingung Memulai Investasi Reksa Dana? Ini Beberapa Tips dari Bahana TCW
clickbait,Mengapa Ronaldo Masih Mandul? Ini Jawaban Trezeguet
clickbait,"Seharusnya, Sejak Awal Bawaslu Tak Beri Ruang bagi Bacaleg Eks Koruptor..."
no,Jokowi Ternyata Benar-benar Baca Pesan dari Media Sosial
no,"Kurang Puas dengan Putusan PN Jaksel soal Bumigas, BANI Ajukan Banding ke MA"
no,PermataBank Biayai KPR dan KPA Proyek Astra Land
no,Spesifikasi Lengkap dan Harga Nokia 6.1 Plus di Indonesia
clickbait,Pebisnis IU Bilang Pemerintah Salah Edukasi soal Mobil Mewah
clickbait,Kartika Putri Angkat Bicara soal Pernikahannya
clickbait,Isco Sebut Real Madrid Tak Merindukan Cristiano Ronaldo
clickbait,"Lagu Lagi Syantik Laris Manis, Siti Badriah Dapat Bonus Mobil Mewah"
clickbait,"Tampil Impresif Lawan Jerman, Areola Nikmati Debut bersama Perancis"
no,Kwik Kian Gie: Sejak 1945 Rupiah Terus Merosot
clickbait,"Menginap di Jantung Kota Malang, Hotel Tugu nan Ikonik"
clickbait,Mimpi Olimpiade 2032
clickbait,"Penemuan yang Mengubah Dunia: Kaca, Sudah Digunakan Sejak Zaman Batu"
no,Ini Waktu dan Tahapan Seleksi CPNS 2018
no,"Kemenpora: Roy Suryo Sudah Kembalikan Barang, tetapi Jumlahnya Baru Rp 500 Juta"
clickbait,3 Ritual Lama yang Tak Perlu Dilakukan di Motor Modern
no,AS: Ada Bukti Suriah Persiapkan Senjata Kimia di Idlib
no,"Gugatan Pembatalan Nikah Ditolak, Hilda Vitria Akan Ajukan Banding"
clickbait,Menguak Pemicu Perceraian Putri Diana dan Pangeran Charles
clickbait,Olivia Jensen Sedang Menikmati Jadi Ibu
no,"Telat Setahun Laporkan Akuisisi, Japfa Didenda Rp 3,75 Miliar oleh KPPU"
no,"Said Didu: Selama Pangan Tersedia, Negara Akan Tetap Aman"
clickbait,Ini yang Tersisa dari Kebakaran Besar di Museum Nasional Brasil
clickbait,"Usulan Subsidi Energi Dicabut Karena Rupiah Melemah, Bagaimana Datanya?"
clickbait,BERITA POPULER: Pemerintah Disarankan Cabut Subsidi Energi hingga Pajak Impor
no,Kolaborasi adidas x Neighborhood Hadirkan Nuansa Militer
clickbait,Delon Thamrin Tegar Hadapi Perceraian
clickbait,"""Oezil Tak Ada Masalah dengan Emery, Dia Hanya Sakit"""
clickbait,"176 Tempat Disiapkan untuk Tes CPNS, Ini Lokasinya"
clickbait,10 Negara dengan Jaminan Pensiun Berkualitas
no,Ayah Erie Suzan Meninggal Dunia
clickbait,Bos Diler Ikut Tawarkan Suzuki ke Konsumen
no,"Pendakian Gunung Rinjani Tutup, TN Cari Solusi Wisata Alternatif"
no,"Lampu Lalin di Perempatan Kramat Diaktifkan, Arus Kendaraan Lebih Teratur"
clickbait,Google Umumkan Tanggal Peluncuran Pixel 3
no,"Jika Hujan, Balapan MotoGP Akan Digeser ke Senin"
clickbait,"BERITA POPULER JABODETABEK: Anies Kecewa, Anggota OK OCE Mulai Mundur, dan Gubernur DKI Minta..."
no,"Setelah Pensiun dari Alibaba, Jack Ma Ingin Seperti Bill Gates"
no,Simak Jadwal Lengkap GP San Marino 2018
clickbait,"Mahfud MD: Ada yang Nekat Mengatakan #2019GantiPresiden Makar, di Mana Makarnya?"
clickbait,"Hari Ini dalam Sejarah: Amerika Serikat Dapat Julukan ""Uncle Sam"""
no,"Syukuran Pelantikan Ganjar-Yasin, Pemprov Jateng Gelar Pesta Rakyat"
no,"Perancis Imbang dengan Jerman, Deschamps Akui Timnya Lakukan Kesalahan"
clickbait,"Kabar Tunjangan Guru Dihentikan Ramai Dibicarakan, Ini Penjelasannya"
clickbait,Staf Gedung Putih Sebut Ada Rencana Menyingkirkan Presiden Trump
clickbait,Febri Hariyadi Jadikan Kritik sebagai Motivasi untuk Lebih Baik
no,11 Bandara Terbaik di Asia Tahun 2018
no,"Selundupkan Kokain di ""High Heels"", Wanita AS Dipenjara 7,5 Tahun"
clickbait,"Resmi, Ini Pengumuman Kemenpan RB soal Rekrutmen CPNS 2018"
no,"Pagi Ini, Rupiah Menguat ke Rp 14.890 Per Dollar AS"
clickbait,Antoine Griezmann Serang Balik Thibaut Courtois
clickbait,4 Cara Mengerem Anak yang Minta Makan Terus
no,KPK Panggil Direktur Bisnis Regional Sumatera PT PLN
no,"Hasil Uji Coba, Belanda Kalahkan Peru, Portugal-Kroasia Imbang"
no,"Pernikahan Terbukti Sah, Kriss Hatta Segera Ceraikan Hilda Vitria"
no,Febri Hariyadi Sebut Luis Milla Pelatih Cerdas
no,"Salah Kabarkan Bahaya Tsunami, Pejabat Pakistan ""Dibully"" di Medsos"
clickbait,"Bunga Citra Lestari dan Perhiasan yang Bikin ""Wow"""
no,Lorenzo Mengganggap Rossi dan Marquez Sama-sama Salah
clickbait,Sutradara Ungkapkan Pesan Ahok tentang Pembuatan Film A Man Called Ahok
no,Koleksi Levi's Edisi Liverpool Dijual Terbatas
clickbait,Hotel Tak Biasa di Bekas Galian Tambang akan Dibuka
no,"Bidik Generasi Milenial, Sinar Mas Land Rekonstruksi DP Mall Semarang"
clickbait,5 Fakta Rekrutmen CPNS 2018 yang Patut Diketahui
no,Pastikan Keaslian Produk Masker Mediheal
no,"Raih Final Grand Slam Pertama, Naomi Osaka Tantang Serena Williams"
clickbait,Laura Basuki Ungkap Alasan Tak Pernah Bermain Sinetron
no,"Hasil UEFA Nations League, 6 September 2018"
no,"Antisipasi Begal, Kota Bandung Butuh 600 CCTV"
clickbait,Trik Make Up untuk Si Pemilik Dahi Lebar
no,Mini Countryman Rakitan Sunter Lebih Murah dari CBU
no,"2019, BUMN Jasa Keuangan Akan Sumbang Dividen Rp 30,23 Triliun"
no,Pemuda Jebolan SMP Ekspor Vespa Modifikasi Tank ke Eropa
no,Mewahnya Gerai Pertama Starbucks di Italia
no,"Lacak Gadis yang Ditemui di Kereta, Pria Ini Bikin Film Pendek"
no,DPRD DKI: Warga Cakung Cilincing Sadar Duduki Tanah Negara
clickbait,"Rupiah Menguat terhadap Dollar AS, Ini Penjelasan Gubernur BI"
clickbait,"5 Sektor Ini Penyumbang Pendapatan Terbesar ""E-Commerce"" Indonesia"
no,"Realisasikan BBM Satu harga, Pertamina Tambah SPBU di Gorontaro Utara"
clickbait,"Pertama Kali Masuk Rumah Dinas, Ridwan Kamil Terkejut"
clickbait,Ini Bukti Facebook Semakin Ditinggal Pengguna
no,"Akhir Oktober, Citilink Buka Rute Reguler Langsung ke 3 Kota di China"
no,"MediaTek Siapkan ""Face ID"" ala iPhone X untuk Android Murah"
clickbait,"Ambisi Para Ilmuwan ""Bangkitkan"" Kuda Purba dari Zaman Es"
no,Macau Hadirkan Food Truck untuk Perkenalkan Kuliner Khas
clickbait,5 Karakter Ini Perlu Ditanamkan Sejak Dini di Sekolah
no,"China Proteksi Impor, Harga Batu Bara Acuan Turun"
clickbait,"Terdesak Manusia, Beberapa Mamalia ""Terpaksa"" Jadi Nokturnal"
no,SBY Tak Hadir dalam Pertemuan Ketua Umum Parpol Pengusung Prabowo-Sandiaga
no,"Kompetisi Motor ""Kustom"" Berlanjut ke Makassar"
no,"Buka Rute ke China, Citilink Hanya Bidik ""Secondary City"""
no,"Dituduh Tabrak Lari, Pengemudi Land Cruiser Diamuk Massa di Gunung Sahari"
no,"Dapat Update, “Poni” Nokia 6.1 Jadi Tak Bisa Dihilangkan"
no,Jack Ma Umumkan Pensiun dari Alibaba
no,Falcon Pictures Rilis Foto-foto Eksklusif Film Bumi Manusia
clickbait,"Pulau Kelayang Belitung, Keindahan Tersembunyi di Balik Batu..."
no,Pembalut Pendeteksi Kanker Antar Mahasiswa ITB Raih Juara Inovasi
no,Timnas Spanyol akan Tinggalkan Tiki Taka di Era Enrique
no,Satgas Waspada Investasi OJK Kembali Temukan 108 Fintech Peer to Peer Lending Tak Berizin
clickbait,"Liburan di Jepang, Penggemar ""Matcha"" Wajib ke 4 Kafe Ini"
no,"Pajak Moge Naik, Kawasaki Tak Ambil Pusing"
no,Yamaha Masih Coba Pertahankan Harga
clickbait,"Di Kompas Travel Fair 2018, Terbang ke Eropa dengan Harga Murah..."
no,"Sebelum Lebaran 2019, Balikpapan-Samarinda Tersambung Tol 99,35 Km"
no,5 Konten Seru di IGTV Setelah 90 Hari Diluncurkan
clickbait,Olahraga Mudah Cegah Diabetes bagi Mereka yang Tak Punya Waktu
clickbait,Ini yang Membuat Ibu Kota Ethiopia Mirip China
no,Fakta Mac Miller Overdosis Bukan karena Putus Cinta dari Ariana Grande
no,Polisi Tangkap Pelaku Kelompok Lubuk Linggau Spesialis Gembos Ban
clickbait,"Kata Siti Badriah soal Aransemen ""Lagi Syantik"" di Penutupan Asian Games 2018"
no,Mendes PDTT Lepas 4 Purna Tugas Pejabat Tinggi Madya
clickbait,Ini Misi di Balik Kunjungan Jokowi ke Korea Selatan dan Vietnam...
no,Trump Minta Opini Kontroversial untuk Lengserkan Dirinya Diselidiki
clickbait,"Tradisi Makan Bedulang, Simbol Kehangatan Keluarga di Belitung..."
no,5 Kota yang Ditinggalkan Penduduknya
no,Polisi Tembak Residivis Pembobol Rumah yang Melawan Pakai Parang Saat Ditangkap
clickbait,Hingga Kini Jawaban Meggy Diaz soal Tukul Arwana Masih Sama
no,Sebagian Ruas Tol Semarang-Demak Gunakan Lahan Pesisir Pantai
clickbait,"Kenali, Sejumlah Pantangan bagi Penderita Darah Tinggi"
no,Ridwan Kamil Akan Menata Ulang Rumah Dinasnya yang Dinilai Terlalu Luas
clickbait,"Nostalgia, Ini Produk Kartu Ponsel yang Kini Tinggal Kenangan..."
no,HDII Harap Masyarakat Beli Furnitur Lokal
no,"Jaga Rupiah, Cadangan Devisa Akhir Agustus Turun 400 Juta Dollar AS"
no,"Jaga Rupiah, BI Telah Gelontorkan Rp 11,9Triliun"
clickbait,"Ertiga Terbaru Sudah Diskon, Ini Kata Suzuki"
clickbait,Cerita Menarik Menteri Retno Marsudi Saat Latihan Bareng Elek Yo Band
no,Hampir Setengah Jualan Honda di Jabar dan Banten Itu Mobil Murah
no,Pengembang Bandara City Apartement Mulai Serah Terima Unit
no,Australia Pesan Pesawat ke PT DI untuk Operasional di Antartika
no,Idrus Marham Minta Kader Golkar Serahkan Uang Korupsi ke KPK
clickbait,5 Fakta Terpilihnya Erick Thohir Jadi Ketua Tim Kampanye Jokowi-Ma'ruf
no,"Ludes Seketika, Sneakers Supreme x Nike SB Gato Dirilis Ulang"
clickbait,Siapa Saja Bisa Kenakan Nomor 10 di Timnas Argentina
no,"Vivo X23 Resmi Meluncur, Ini Spesifikasi dan Harganya"
no,Honda Kenalkan Teknologi Baru Vario ke Mahasiswa
no,Pihak Keluarga: Mac Miller adalah Cahaya Terang bagi Keluarga
no,"AP I Tambahkan Kata ""Jenderal"" pada Nama Bandara Ahmad Yani Semarang"
clickbait,Cara Shezy Idris Beri Pengertian ke Anak soal Perceraiannya
no,"Mantan Pacar Ariana Grande, Rapper Mac Miller, Ditemukan Tewas"
clickbait,"Dikupas dan Didiamkan Beberapa Jam, Jeruk di Australia Berubah Warna"
no,Pemerintah Minta Komitmen Ekspor Suzuki
no,Harga Bitcoin dkk Terjun Rp 15 Juta dalam Sehari
clickbait,"Asmara Kate dan William Tak Seheboh Harry dan Meghan, Mengapa?"
no,Barang Milik Negara yang Ditagih dari Roy Suryo Total Nilainya Rp 9 Miliar
clickbait,Intip Gaya Formal dan Elegan Kim Kardashian ke Gedung Putih
no,"Ramaikan Pasar Mata Uang Kripto, Luminore Tawarkan Koin Aora"
clickbait,"Ada JR Pass dan Air Pass di Jepang, Apa Bedanya?"
no,Pengguna Jalan Harus Dipaksa Tertib Berlalu Lintas
clickbait,"Peneliti Sebut Gurun Sahara Bisa Menghijau, Asal..."
clickbait,Wajib Baca: Gudang Garam Masuk Bisnis Tol dan Kota Mirip China
no,Twitter Akhirnya Bungkam Tokoh Kontroversial Alex Jones
no,"Melalui Twitter, Deretan Selebritas Berduka atas Kematian Mac Miller"
clickbait,Terpopuler: Jasa Marga Kembangkan TCD hingga Kota Hantu China
no,5 Alasan Denmark jadi Acuan Sistem Pendidikan Dunia
no,4 Pemeriksaan Penting untuk Cegah Kanker Serviks
no,Danau di Turki Sembunyikan Gereja Romawi Kuno dan Kuil Pagan
clickbait,Kabar Dunia Sepekan: Mahathir hingga Foto Trump Diedit
no,My Jannah Laporkan Balik Calon Jemaah atas Dugaan Persekusi dan Pelanggaran UU ITE
clickbait,Ryan Reynolds Beri Penghormatan 'Nyeleneh' bagi Mendiang Burt Reynolds
no,Instagram RIlis Panduan bagi Orangtua Awasi Anaknya
no,"Gubernur BI Syukuri Pergerakan Rupiah yang Mulai ""Kalem"""
no,Sergio Ramos Buka Suara soal Insiden dengan Mo Salah
no,Tol Ngawi-Kertosono Diperpanjang Sampai Kediri
no,Roy Ricardo: Banyak yang Pengin Kelihatan Keren tapi Pakai Barang KW
no,Pembuang Limbah di Dekat KBT Bisa Dihukum Pidana
no,"Kalahkan Nishikori, Djokovic Selangkah Lagi Rengkuh Trofi US Open 2018"
no,Pengaspalan Jalan Perbatasan Dilakukan Bertahap
no,Erick Thohir Jabat Ketua Tim Pemenangan Jokowi-Ma'ruf
clickbait,"Antisipasi Rupiah Melemah, Ini Strategi Citilink"
no,"Hasil UEFA Nations League, Polandia Tahan Imbang Italia"
clickbait,"Ketika Si ""Bule"" Belajar Menerima Kekalahan"
no,Bisnis Desain Interior Tak Terpengaruh Pelemahan Rupiah
no,"Dihukum UEFA, Red Star Tanpa Suporter Saat Lawan Liverpool dan PSG"
no,CEPA dengan Australia Diharapkan Dapat Dongkrak UMKM Indonesia
no,Leroy Sane Tinggalkan Timnas Jerman Karena Alasan Pribadi
no,"Nilai Dolar Naik, Pengunjung ""Travel Fair"" Tetap Ramai"
clickbait,Lima Superhero Wanita Buatan Marvel Ini Diharapkan Naik ke Layar Lebar
no,Kane Enggan Dibandingkan dengan Messi dan Ronaldo
clickbait,"Erick Thohir, Pilihan Jokowi Sendiri..."
clickbait,"Kondisi Langka, Lidah Wanita Ini Menghitam Setelah Konsumsi Antibiotik"
clickbait,Kartika Putri Ungkapkan Alasan Bersuami Habib Usman
no,Ini Kriteria Proyek Infrastruktur yang Akan Ditunda oleh Pemerintah
no,"Pajak Naik, Distributor VW-Audi Pasrah"
no,Griezmann: Sangat Sulit Menolak Barcelona
no,Facebook Bangun Pusat Data Pertama di Asia
no,Young Lex dan Kathy Indera Sudah Putus Pacaran Secara Baik-baik
no,Gubernur BI Apresiasi Pengusaha yang Tukarkan Devisa Hasil Ekspor ke Rupiah
clickbait,Mengapa Jerawat Sering Tumbuh di Area yang Sama?
no,"UI, IPB dan Universitas Rusia Jalin Kerjasama Pendidikan Pertanian"
no,"Nadal Mundur, Del Potro ke Final US Open 2018"
no,NU dan Muhammadiyah Sepakat Majukan INOVASI Praktik Pembelajaran Baik
no,Refdi Andri Resmi Menjabat Kakorlantas Polri
no,"Sempat Merugi, Antam di Semester I 2018 Raup Laba Rp 344,45 Miliar"
clickbait,Begini Cara APP Sinar Mas Rayakan Hubungan Bilateral Indonesia-Jepang
clickbait,"Bakso Raksasa 55 Kilogram Harga Rp 6 Juta-Rp 8 Juta, Apa Saja Isinya?"
no,"Kenalkan Batik, Dua Pendaki Naiki Tujuh Gunung Tertinggi di Jateng"
no,Cara Mengubah Tampilan YouTube Jadi Hitam
no,Sule Akui Kabar Kedekatannya dengan Pramugari Hanya untuk Promosi Film
no,Pemerintah Resmi Naikkan PPh Impor 1.147 Komoditas
no,"Zaman Berubah, Transmigrasi Kembangkan Model Investasi"
no,"Tak Ditunda, 26 Proyek PUPR Ditargetkan Rampung Akhir 2018"
no,"Di Cool Japan Travel Fair, Tiket PP ke Jepang Rp 5.5 juta"
clickbait,"Dovizioso dan Lorenzo Tegaskan Tanpa ""Team Order"""
no,"Hasil UEFA Nations League, 7 September 2018"
no,Tertib Lalu Lintas Disarankan Masuk ke Kurikulum Pendidikan
no,"Dorong Perekonomian Desa Sekitar Borobudur, AP II Resmikan Balkondes"
no,Keluarga Jonghyun SHINee Dirikan Yayasan untuk Bantu Artis Muda
clickbait,Beli Kartu SIM di Bandara Narita Jepang? Ini Panduannya...
no,"Belum Umumkan Ketua Timses, Koalisi Prabowo-Sandi Dinilai Tak Solid"
no,"Latihan Bebas GP Misano, Duo Ducati Tercepat"
clickbait,"Waspadai, Bahaya di Balik Perawatan Ultherapy Palsu"
clickbait,"Penyebab Orang Sulit Mengingat ""Password"""
no,Rusia Sebut Ada Kemungkinan Sabotase Pada Kebocoran di ISS
no,Pendapat Sheza soal Perceraian Shezy Idris
no,Astra Usung Konsep Rumah Pintar di Arumaya Residence
clickbait,"Jokowi Minta Restu dan Dukungan, Ini Jawaban Istri Gus Dur"
no,"Rupiah Anjlok, ""Money Changer"" Diserbu Penukar Dollar AS"
clickbait,Melihat Ikan-ikan Bermunculan di Permukaan Kali Keruh Dekat Halte Harmoni...
clickbait,"Biara Carta, Lokasi Syuting Film ""The Nun"""
clickbait,"Susah-susah Gampang Jadi “Influencer”, Intip Triknya"
no,PDI-P Harap Prabowo-Sandiaga Lebih Bijak dan Negarawan Saat Komentari Ekonomi Indonesia
clickbait,"Catat, Ini Daftar Penampil pada Hari Pertama Soundrenaline 2018"
no,"Setelah Sandiaga Maju Pilpres, Anggota OK OCE Disebut Makin Bertambah"
clickbait,Hidup di Hutan Baik untuk Usus Anak-Anak
no,Penjelasan Menteri BUMN Rini Soemarno soal Alasan Pencopotan Refly Harun
no,Kualitas Pemain Arsenal Belum Cukup untuk Finis di Posisi Empat Besar
no,Menhub Minta Pengendara Kurangi Kecepatan
clickbait,"Ke Jepang Cuma Rp 3 Jutaan, Catat Daftar Promo di Kompas Travel Fair 2018"
no,"Dicopot sebagai Komisaris Utama Jasa Marga, Refly Harun Tempati Komisaris Pelindo I"
clickbait,Pengaruh Negatif Sering Memuji Anak Pintar
clickbait,"Terganggu dengan Parkir Liar di Jaktim, Laporkan via Aplikasi Ini"
no,"Ada Truk Tersangkut, JPO Jembatan Gantung Tak Bisa Digunakan"
clickbait,Cara Dapat Cashback Sampai Rp 2.730.000 di Cool Japan Travel Fair
no,"Seriusi Bisnis Properti, Astra Land Rintis “The Next Kelapa Gading”"
clickbait,"Putuskan Bercerai, Shezy Idris Tetap Berkomunikasi dengan Suami"
no,Young Lex Incar Gadis Cantik dan Pintar untuk Bangun Rumah Tangga Bersama
no,Mercedes-Benz Indonesia Tak Khawatirkan Kenaikan Pajak
no,Data 380.000 Pelanggan British Airways Diretas
clickbait,Kenapa Jerapah Langsung Bisa Berlari Sesaat Setelah Dilahirkan?
clickbait,Hazard cs Bikin Skotlandia Alami Kekalahan Kandang Terburuk sejak 1973
clickbait,Anggaran-anggaran Perubahan 2018 yang Disetujui DPRD DKI Sejauh Ini...
clickbait,Bahasa Tubuh yang Menunjukan Seseorang Membenci Kita...
clickbait,Samsung Siapkan Galaxy S10 Versi 5G?
no,"Menangkan Jokowi di Jabar, Dedi Mulyadi Siap Duet dengan Ridwan Kamil"
no,"Paul McCartney Gelar Konser Gratis, Bisa Ditonton di YouTube"
clickbait,Marquez Keluhkan Sikap Suporter Rossi di Misano
no,H&M Buka Toko ke-28 di Bekasi
no,Harry Kane akan Pamerkan Dua Sepatu Emas saat Inggris Menjamu Spanyol
no,"Per Agustus 2018, Bank Mandiri Salurkan KUR Rp 11,83 Triliun"
no,Shezy Idris Mengaku Lega Usai Daftarkan Gugatan Cerainya ke Pengadilan
clickbait,"Trump Angkat Bicara Soal Colin Kaepernick, Sebut Nike Mulai “Terbunuh”"
clickbait,"Dipanggil Timnas, Boaz Ungkap Kekecewaan Lewat Instagram"
no,9 Pilihan Cara untuk Atasi Sakit Tenggorokan
no,Lipstik Beauty Queen Diluncurkan Terbatas di Festival Belanja Online
no,"Dengan CEPA, Ribuan Produk Indonesia Diekspor ke Australia Tanpa Bea Masuk"
no,"2019, Waktu Tempuh Balikpapan-Samarinda 1 Jam 15 Menit"
no,"BPJS Kesehatan Menunggak Bayar Rp 6 Miliar, RSUD Nunukan Terancam Kehabisan Obat"
clickbait,Inilah 5 Tembok Besar Terkenal di Dunia
no,Untar Membangun Sinergi Penelitian dan Pengabdian Masyarakat
no,Rossi dan Marquez Risaukan Pengganti Tito Rabat
clickbait,Akankah iPhone Ikut Pakai Pemindai Sidik Jari di Layar?
clickbait,2 Agenda Besar Ini Dongkrak Kunjungan Wisman ke Indonesia
no,Sule Angkat Bicara Terkait Isu Perselingkuhannya dengan Pramugari
clickbait,De Javu Neymar Saat Brasil Kalahkan Amerika Serikat
clickbait,"Hadir dalam Gala Konser, Meghan Tampil Seperti Michelle Obama"
no,Kompas Travel Fair 2018 Resmi Digelar
no,"Facebook Akan Bangun ""Data Center"" Pertama Asia di Singapura"
no,Xiaomi Geser Oppo Jadi Vendor Ponsel Terbesar Kedua di Indonesia
no,Pemerintah Bentuk “Complain Care” untuk Solar B20
clickbait,"Jangan 'Ngaku' Sneakerhead, Kalau Enggak Tahu 10 Sneakers Ini"
clickbait,Niat Cepat Sehat: Kebiasaan Memberi Kail atau Ikan? Halaman 1
no,Liliyana Natsir Akui Akan Rindu Tontowi Ahmad Ketika Pensiun
clickbait,Dyandra Pertahankan Tradisi IIMS di JIExpo
no,Peringkat Dunia Jonatan Christie dan Anthony Ginting Naik
no,Angka Pelanggaran Ganjil-genap Terus Bertambah
clickbait,"Skystar Ventures dan Langkah Strategis Memajukan ""Startup"" Indonesia"
no,Peserta OK OCE yang Dapat Izin Usaha Baru 1.000 dari 51.000 Pendaftar
no,"Demi Kesehatan Fisik dan Mental, Jangan Malas Membaca Buku"
no,Sandiaga: Pemerintah Harus Lebih Waspada dalam Mengatasi Masalah Ekonomi
no,Kabar Liliyana Natsir Pensiun  Sampai ke Denmark
no,Mekanik Toyota Indonesia Berprestasi di ASEAN
no,Rekam Jejak Lagu-lagu Mac Miller di Billboard Charts
no,"Dua Sepatu Baru Andalan Puma, Hybrid Rocket dan Mantra Fusefit"
no,"Harga Minyak Mentah Indonesia Turun Jadi 69,36 Dollar AS"
no,"Sandiaga: Yang Ditanyakan Rakyat Itu Masalah Ekonomi, Bukan Tim Sukses"
